iter	Logloss
197	0.06660216129
198	0.06650667866
199	0.06645783714
200	0.06638823372
201	0.06636465349
202	0.06628349895
203	0.06620864563
204	0.06617696585
205	0.06612177364
206	0.06604593988
207	0.06602247309
208	0.06599433238
209	0.06594822453
210	0.06586302341
211	0.06574875494
212	0.06570806975
213	0.06561096653
214	0.06554734929
215	0.06548381135
216	0.06539542804
217	0.06530675411
218	0.06522744278
219	0.06518916943
220	0.06516251848
221	0.06507507294
222	0.06503883965
223	0.06497859178
224	0.06491583179
225	0.06483549227
226	0.0647711058
227	0.06469937926
228	0.06464333401
229	0.06460021376
230	0.06450782166
231	0.06434396666
232	0.06426590675
233	0.06421550678
234	0.06412443838
235	0.06400231237
236	0.06395988052
237	0.06390947526
238	0.06384219297
239	0.06378419948
240	0.06372109075
241	0.06365826913
242	0.06362242631
243	0.06356248584
244	0.06354876123
245	0.06351722977
246	0.06348286264
247	0.06344897731
248	0.06338266128
249	0.06333054478
250	0.06329903666
251	0.06325297243
252	0.06323607695
253	0.0632046499
254	0.06314452522
255	0.06304904116
256	0.06301834121
257	0.06298679714
258	0.06296563744
259	0.06293683481
260	0.06288906174
261	0.06283437017
262	0.06276468239
263	0.06270236267
264	0.06267654167
265	0.06266471787
266	0.06261333614
267	0.06260058759
268	0.06257339394
269	0.06251959889
270	0.06245281649
271	0.06242997221
272	0.06238074116
273	0.06227334546
274	0.06222969633
275	0.06216418042
276	0.06211612255
277	0.06203877248
278	0.06194705486
279	0.06192105208
280	0.06190895052
281	0.06187788459
282	0.06183998837
283	0.0618206262
284	0.06177113065
285	0.06172593027
286	0.06168504893
287	0.06165268625
288	0.06160198557
289	0.06152415926
290	0.06150209955
291	0.06146861549
292	0.06141901851
293	0.06133114896
294	0.06127359336
295	0.0612532631
296	0.06122615485
297	0.06119086762
298	0.06112693561
299	0.0610917587
300	0.06105619603
301	0.06102132814
302	0.06098398002
303	0.06095199599
304	0.06093285327
305	0.06088294283
306	0.06084879149
307	0.06081598551
308	0.06073572237
309	0.06070895193
310	0.06068343404
311	0.06063406841
312	0.06060464965
313	0.06058738471
314	0.06054589692
315	0.0604870246
316	0.06045523291
317	0.06040375531
318	0.06038142429
319	0.06034989873
320	0.06031945443
321	0.06029123622
322	0.06024997922
323	0.06020382137
324	0.06018103307
325	0.06012012278
326	0.06008010285
327	0.06003688058
328	0.06000574897
329	0.05992600997
330	0.05987665625
331	0.05986395876
332	0.05979175461
333	0.05978511252
334	0.05972712105
335	0.05969810905
336	0.05967429331
337	0.05965628612
338	0.0596184177
339	0.05959416789
340	0.05953730051
341	0.0595309245
342	0.05950253439
343	0.0594568152
344	0.05942394739
345	0.05938114971
346	0.05936215297
347	0.05933707434
348	0.05931633766
349	0.05929055178
350	0.05926469138
351	0.05922242812
352	0.05918890937
353	0.05912763547
354	0.05909958593
355	0.05909350134
356	0.05907160071
357	0.05904042529
358	0.05899873919
359	0.05898294342
360	0.05893092515
361	0.05888912671
362	0.05881280938
363	0.05879459528
364	0.05876008018
365	0.05869748996
366	0.05864964653
367	0.05861169044
368	0.05858795564
369	0.05856604848
370	0.05849340482
371	0.05847217716
372	0.05843716679
373	0.05840680379
374	0.05834041245
375	0.0582658059
376	0.05822873044
377	0.05815526923
378	0.05814461215
379	0.05810138509
380	0.05804683662
381	0.05801271208
382	0.05795174702
383	0.05792573113
384	0.05790102348
385	0.05788913217
386	0.05784413371
387	0.05777542785
388	0.05763608673
389	0.05758761302
390	0.05755395994
391	0.05750029621
392	0.05747662741
393	0.05745687438
394	0.05739490845
395	0.05738909054
396	0.05735058401
397	0.05729378602
398	0.05721923131
399	0.05715199684
400	0.05710095115
401	0.05705076682
402	0.05703199038
403	0.05699785866
404	0.05697459844
405	0.05694720125
406	0.05689320446
407	0.05686473588
408	0.05685902399
409	0.05684487992
410	0.05681032421
411	0.05675988359
412	0.05670215018
413	0.05669661108
414	0.05667707139
415	0.05666170078
416	0.05664710556
417	0.05664168158
418	0.0565649036
419	0.05654072244
420	0.05652343292
421	0.05650246226
422	0.05648600801
423	0.05648063924
424	0.05647497096
425	0.05646211458
426	0.05642253779
427	0.05633197978
428	0.05628140134
429	0.05626320504
430	0.05623162939
431	0.05621458052
432	0.05615376443
433	0.05614735378
434	0.05609855009
435	0.05606018802
436	0.05602835761
437	0.05601353256
438	0.05595775495
439	0.05590818091
440	0.05589344575
441	0.05587559261
442	0.05585648992
443	0.05580979858
444	0.05578433467
445	0.05573799197
446	0.05562915679
447	0.05554086181
448	0.05551481087
449	0.05545786595
450	0.05537104175
451	0.05527132859
452	0.05519350499
453	0.05511327034
454	0.05510471669
455	0.05503735421
456	0.05496600181
457	0.05494746278
458	0.05488795635
459	0.05486977888
460	0.05482935796
461	0.05481073794
462	0.05479797169
463	0.05478317888
464	0.0547693865
465	0.05472908682
466	0.05469574911
467	0.05467930148
468	0.05466517292
469	0.05460873109
470	0.05454993392
471	0.05453356345
472	0.05447091754
473	0.05441508577
474	0.05439869988
475	0.05437185498
476	0.0543516332
477	0.05432662416
478	0.05427465613
479	0.054245448
480	0.05423296026
481	0.0541906266
482	0.05414779516
483	0.05413465479
484	0.05410776876
485	0.05405646695
486	0.05400578775
487	0.05400113839
488	0.05396207102
489	0.05394024344
490	0.05392974067
491	0.05391152552
492	0.05387447058
493	0.05383343874
494	0.05379347764
495	0.05374214195
496	0.0536940362
497	0.05366972574
498	0.05362713818
499	0.05359309463
