iter	Logloss
0	0.5994749813
1	0.51803348
2	0.4513363128
3	0.3952705756
4	0.3477044995
5	0.3073179895
6	0.2733797334
7	0.2450194431
8	0.2218928567
9	0.2022262575
10	0.1856844678
11	0.1717064955
12	0.1597433847
13	0.1489311848
14	0.1400433879
15	0.1327362884
16	0.1264789442
17	0.1207755073
18	0.1157771845
19	0.1115455949
20	0.1079464006
21	0.1048712229
22	0.1022138366
23	0.09960861025
24	0.09741038631
25	0.0954312682
26	0.09369622531
27	0.09210397353
28	0.09085089156
29	0.08988289468
30	0.08887771699
31	0.08789935276
32	0.08707075098
33	0.08634261992
34	0.08566518677
35	0.08507621704
36	0.084678295
37	0.08431933431
38	0.08387848636
39	0.08345209452
40	0.08299897944
41	0.08261326184
42	0.0823910989
43	0.08194819853
44	0.08152022585
45	0.081065278
46	0.08075913009
47	0.08055056371
48	0.08029517493
49	0.0801186144
50	0.07991614168
51	0.07970401678
52	0.07958780521
53	0.07939137739
54	0.07920123701
55	0.07889057421
56	0.07874936537
57	0.07860788071
58	0.07846039031
59	0.07832982891
60	0.07816015622
61	0.07806440185
62	0.07799140852
63	0.07789568911
64	0.07780764427
65	0.07770593803
66	0.07761431767
67	0.07742847315
68	0.07730434024
69	0.0771800776
70	0.07698828736
71	0.07687240574
72	0.07674132673
73	0.07664878871
74	0.0765323464
75	0.07643474452
76	0.07635130289
77	0.07628625688
78	0.07621375502
79	0.0761197622
80	0.07603800862
81	0.07589855193
82	0.07585957452
83	0.07570115399
84	0.0755631139
85	0.07545636575
86	0.07533370222
87	0.0752806799
88	0.0752022453
89	0.0750994573
90	0.07505449074
91	0.07498412389
92	0.07493140332
93	0.07486298761
94	0.0747669347
95	0.07467771222
96	0.07455903287
97	0.07450433766
98	0.07433866411
99	0.07412872823
100	0.07401162899
101	0.07393015998
102	0.07383163265
103	0.07372876009
104	0.07360818392
105	0.07346965982
106	0.07338762916
107	0.07333929309
108	0.07323984265
109	0.07312551506
110	0.07295295057
111	0.07277987845
112	0.0727448807
113	0.07262893072
114	0.07246554477
115	0.07241290843
116	0.07237983959
117	0.07233717487
118	0.07223500012
119	0.07211309915
120	0.07202174972
121	0.07198908361
122	0.07195112379
123	0.07179369097
124	0.0716999775
125	0.0715988552
126	0.07152589742
127	0.07137407743
128	0.07131137705
129	0.07124906879
130	0.0711705112
131	0.07106649213
132	0.07100304749
133	0.07095109687
134	0.07088637634
135	0.07076291859
136	0.07071475803
137	0.07063172397
138	0.07056051577
139	0.07045910387
140	0.07040974094
141	0.07033336251
142	0.07028981017
143	0.07025660296
144	0.0701432067
145	0.07012877954
146	0.06999737716
147	0.06995291532
148	0.0698086736
149	0.0697703072
150	0.06970108206
151	0.06961275544
152	0.06956006028
153	0.06945410511
154	0.06939472707
155	0.06935602164
156	0.06929684291
157	0.06918059337
158	0.06904133619
159	0.06899575061
160	0.06895760859
161	0.06889936823
162	0.06885504405
163	0.06874552104
164	0.06865388062
165	0.06859938674
166	0.06850348249
167	0.06840348561
168	0.06836912848
169	0.06831064469
170	0.06824940461
171	0.06819343544
172	0.06815890072
173	0.06812528352
174	0.06802509603
175	0.06801101783
176	0.06798386818
177	0.06792647836
178	0.06783435823
179	0.06773881491
180	0.06768948626
181	0.06767107675
182	0.06759396259
183	0.06750992679
184	0.06748413747
185	0.06739751009
186	0.06735173883
187	0.06729368136
188	0.06726976644
189	0.06720278625
190	0.06714314822
191	0.0670169163
192	0.06697525744
193	0.06692843308
194	0.06683366042
195	0.0666956822
196	0.06661331697
